experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  similarity location: final
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8331393599510193, max_false: 0.8723962903022766, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.862748920917511, max_false: 0.8917937278747559, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8717414736747742, max_false: 0.8385191559791565, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8453131318092346, max_false: 0.8857656717300415, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8979504704475403, max_false: 0.8513903021812439, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8429181575775146, max_false: 0.8785778880119324, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8942066431045532, max_false: 0.8620145320892334, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8584713935852051, max_false: 0.8939618468284607, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8806882500648499, max_false: 0.8313363194465637, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8542517423629761, max_false: 0.8980686664581299, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8940605521202087, max_false: 0.8448483943939209, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.861504077911377, max_false: 0.9038716554641724, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9079152345657349, max_false: 0.8508417010307312, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8461387157440186, max_false: 0.890623152256012, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9090071320533752, max_false: 0.854948878288269, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8290196657180786, max_false: 0.8815041780471802, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8880093693733215, max_false: 0.8343129754066467, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8491321802139282, max_false: 0.8978349566459656, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8871792554855347, max_false: 0.8347470760345459, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8220385313034058, max_false: 0.8923642039299011, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8910976648330688, max_false: 0.8355391621589661, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8555912971496582, max_false: 0.9132810831069946, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.896915853023529, max_false: 0.8448335528373718, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8530682325363159, max_false: 0.9072367548942566, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8881529569625854, max_false: 0.8314370512962341, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8561901450157166, max_false: 0.8997781872749329, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8988484740257263, max_false: 0.8435377478599548, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8265913724899292, max_false: 0.8908731937408447, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8956490755081177, max_false: 0.8409004211425781, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8506531715393066, max_false: 0.9012341499328613, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8892366886138916, max_false: 0.8447467684745789, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.855384111404419, max_false: 0.8866892457008362, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8959782123565674, max_false: 0.8472134470939636, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8530179858207703, max_false: 0.8926342129707336, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8847882151603699, max_false: 0.8517720699310303, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8372665643692017, max_false: 0.8909609317779541, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8859461545944214, max_false: 0.8335919380187988, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8572244644165039, max_false: 0.8970926403999329, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8936171531677246, max_false: 0.8415687084197998, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8480656743049622, max_false: 0.9003318548202515, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8938567042350769, max_false: 0.8416461944580078, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8574153184890747, max_false: 0.9007883667945862, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8972306251525879, max_false: 0.8398441076278687, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8543190956115723, max_false: 0.8985241651535034, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8935738205909729, max_false: 0.8604632616043091, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8460519313812256, max_false: 0.900823175907135, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9102433919906616, max_false: 0.852455735206604, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8574981689453125, max_false: 0.8915919065475464, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8873159289360046, max_false: 0.8490548133850098, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8336954712867737, max_false: 0.8743250966072083, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.884198009967804, max_false: 0.8396614789962769, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8531715273857117, max_false: 0.9018936157226562, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8955721855163574, max_false: 0.8408221006393433, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8672201633453369, max_false: 0.8967742323875427, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9060850143432617, max_false: 0.8719521760940552, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8497140407562256, max_false: 0.8984015583992004, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8924981951713562, max_false: 0.8472546339035034, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8410423398017883, max_false: 0.8905978202819824, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.880200982093811, max_false: 0.8232154846191406, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.836615264415741, max_false: 0.8817006945610046, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8901665806770325, max_false: 0.847527801990509, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8563823103904724, max_false: 0.8990656733512878, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8973470330238342, max_false: 0.8533016443252563, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8395763039588928, max_false: 0.8983614444732666, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9016756415367126, max_false: 0.8446765542030334, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8548967242240906, max_false: 0.8996889591217041, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8921124935150146, max_false: 0.8400810360908508, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8518934845924377, max_false: 0.9018597602844238, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8911994695663452, max_false: 0.8420361876487732, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8347511291503906, max_false: 0.8960942029953003, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.889333188533783, max_false: 0.8358726501464844, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8547455668449402, max_false: 0.9146813750267029, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9053622484207153, max_false: 0.8425407409667969, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8519892692565918, max_false: 0.8930901288986206, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9031023979187012, max_false: 0.8469723463058472, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.859438419342041, max_false: 0.8997664451599121, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8951195478439331, max_false: 0.8517338633537292, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8518327474594116, max_false: 0.8986215591430664, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9005329012870789, max_false: 0.8590474128723145, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8519142270088196, max_false: 0.9014397859573364, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8973557353019714, max_false: 0.8520904183387756, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8413002490997314, max_false: 0.8816777467727661, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8913303017616272, max_false: 0.8524064421653748, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8497642874717712, max_false: 0.8925178050994873, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9121475219726562, max_false: 0.8539834022521973, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.855205237865448, max_false: 0.8877384066581726, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8836603164672852, max_false: 0.861543595790863, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8449367880821228, max_false: 0.8954720497131348, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8868494629859924, max_false: 0.8313881158828735, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8594346046447754, max_false: 0.8975851535797119, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8955045342445374, max_false: 0.8483055830001831, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8457854390144348, max_false: 0.8843334317207336, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9064857959747314, max_false: 0.8607949018478394, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8620591163635254, max_false: 0.9026408195495605, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8796792030334473, max_false: 0.8316605687141418, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8492746353149414, max_false: 0.8984983563423157, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.900164783000946, max_false: 0.8384928107261658, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8471143841743469, max_false: 0.8977440595626831, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8957610130310059, max_false: 0.842978298664093, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8497222661972046, max_false: 0.8957956433296204, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8995742797851562, max_false: 0.8545939922332764, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8162227272987366, max_false: 0.8716635704040527, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8895670771598816, max_false: 0.817609429359436, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8486185073852539, max_false: 0.8909487724304199, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8928894400596619, max_false: 0.844783365726471, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8492464423179626, max_false: 0.891843318939209, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9119935631752014, max_false: 0.8595314621925354, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8737736344337463, max_false: 0.9113929271697998, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8725400567054749, max_false: 0.8433144688606262, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8555749654769897, max_false: 0.8897112607955933, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8923380970954895, max_false: 0.8433337807655334, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8645579218864441, max_false: 0.8939269781112671, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.891944169998169, max_false: 0.8545544743537903, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8509615659713745, max_false: 0.8980235457420349, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8996552228927612, max_false: 0.8488395810127258, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8498675227165222, max_false: 0.898061990737915, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8946990966796875, max_false: 0.8577815890312195, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8478155732154846, max_false: 0.8949359655380249, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8975245356559753, max_false: 0.8431206941604614, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.836094856262207, max_false: 0.893071711063385, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8962222337722778, max_false: 0.8401514887809753, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.843387246131897, max_false: 0.8757211565971375, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8835269212722778, max_false: 0.8358427286148071, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8580070734024048, max_false: 0.9046279191970825, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8861978054046631, max_false: 0.8350839018821716, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8614150881767273, max_false: 0.8979413509368896, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9123464822769165, max_false: 0.8659734725952148, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8560458421707153, max_false: 0.9048048257827759, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8919683694839478, max_false: 0.8448783159255981, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8529651165008545, max_false: 0.8977363705635071, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8930131196975708, max_false: 0.844998300075531, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8516016006469727, max_false: 0.8894459009170532, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8919636011123657, max_false: 0.838151216506958, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8485537171363831, max_false: 0.8950566649436951, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8959439396858215, max_false: 0.8414077758789062, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8430169820785522, max_false: 0.9070214033126831, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9004854559898376, max_false: 0.838202714920044, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8749955892562866, max_false: 0.9112619161605835, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9011754989624023, max_false: 0.8559397459030151, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8711186647415161, max_false: 0.9105079174041748, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9018369913101196, max_false: 0.8621018528938293, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8507226705551147, max_false: 0.9043711423873901, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8899708390235901, max_false: 0.8372266888618469, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8656027317047119, max_false: 0.9081177711486816, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.875541090965271, max_false: 0.8331483602523804, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8584232926368713, max_false: 0.9118349552154541, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9145475029945374, max_false: 0.8603072166442871, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8433052897453308, max_false: 0.8898053169250488, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8924681544303894, max_false: 0.8458378314971924, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8368051648139954, max_false: 0.8840388655662537, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8891109228134155, max_false: 0.83183753490448, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8475697636604309, max_false: 0.8973246216773987, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8935427665710449, max_false: 0.8414145112037659, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8523120880126953, max_false: 0.8874484300613403, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8895259499549866, max_false: 0.8544416427612305, correct: True
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 100, 'cat_2': 0}, 'incorrect': {'cat_1': 0, 'cat_2': 100}}
 accuracy: 50.00%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8571364879608154, max_false: 0.890823245048523, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8986961841583252, max_false: 0.8571755290031433, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8546300530433655, max_false: 0.8939402103424072, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8923525214195251, max_false: 0.8565333485603333, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8572496771812439, max_false: 0.8912572264671326, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8877319097518921, max_false: 0.8517323136329651, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.855512261390686, max_false: 0.8970962762832642, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8939980268478394, max_false: 0.8398812413215637, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8545421957969666, max_false: 0.899506151676178, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8977830410003662, max_false: 0.840072751045227, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8573583960533142, max_false: 0.899875819683075, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8981884717941284, max_false: 0.848811686038971, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8535482883453369, max_false: 0.8988822102546692, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9107380509376526, max_false: 0.855394721031189, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8541870713233948, max_false: 0.8941488265991211, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.9009824991226196, max_false: 0.8492887020111084, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8615431785583496, max_false: 0.910585343837738, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8954009413719177, max_false: 0.8513692021369934, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8422294855117798, max_false: 0.8886983394622803, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.888326108455658, max_false: 0.849850594997406, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8641493320465088, max_false: 0.8952152729034424, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8951842188835144, max_false: 0.8568859100341797, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8636578321456909, max_false: 0.9017379283905029, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8895472884178162, max_false: 0.8471177220344543, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8548159003257751, max_false: 0.9005762338638306, correct: False
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8824073672294617, max_false: 0.8399583101272583, correct: True
in: torch.Size([257, 2560]), out: torch.Size([2560]), max_true: 0.8509983420372009, max_false: 0.8908122777938843, correct: False
