experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  similarity location: vision
  prompt structure: batched

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7289928793907166, max_false: 0.7414470314979553, correct: False
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7950385212898254, max_false: 0.746461808681488, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7303527593612671, max_false: 0.7345346212387085, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7547990679740906, max_false: 0.6898959875106812, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7925211787223816, max_false: 0.7093087434768677, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6071393489837646, max_false: 0.6105906963348389, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.740324854850769, max_false: 0.8102210760116577, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8642180562019348, max_false: 0.7622281312942505, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6692173480987549, max_false: 0.6294317245483398, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.744534969329834, max_false: 0.7700868844985962, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7043395042419434, max_false: 0.659385085105896, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7524164915084839, max_false: 0.69069904088974, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6499251127243042, max_false: 0.6492060422897339, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7889053225517273, max_false: 0.7558915615081787, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7784286141395569, max_false: 0.7688851356506348, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6823260188102722, max_false: 0.7512000203132629, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8469592928886414, max_false: 0.7248597741127014, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.804436206817627, max_false: 0.8125666379928589, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8581023812294006, max_false: 0.776573121547699, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.746815025806427, max_false: 0.6459512114524841, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7632216215133667, max_false: 0.7666742205619812, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8104849457740784, max_false: 0.7898582816123962, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8215656280517578, max_false: 0.7822701334953308, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8625190854072571, max_false: 0.8086633086204529, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6172845363616943, max_false: 0.6468026638031006, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8671138286590576, max_false: 0.7340800166130066, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8213433027267456, max_false: 0.7690688967704773, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7589957118034363, max_false: 0.760382354259491, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8403013348579407, max_false: 0.8272009491920471, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8140961527824402, max_false: 0.7311829328536987, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7793478965759277, max_false: 0.7172150015830994, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7823874354362488, max_false: 0.8028531074523926, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7943195700645447, max_false: 0.7413644790649414, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7075889706611633, max_false: 0.63808274269104, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7260521054267883, max_false: 0.7769903540611267, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.826626181602478, max_false: 0.6535249948501587, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7878611087799072, max_false: 0.7122735381126404, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7830700278282166, max_false: 0.7490110397338867, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7571718692779541, max_false: 0.6997632384300232, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8091594576835632, max_false: 0.7479392290115356, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7194226384162903, max_false: 0.6337408423423767, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7559419870376587, max_false: 0.6854777932167053, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7476676106452942, max_false: 0.6370142102241516, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7303252220153809, max_false: 0.7217022180557251, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7526522278785706, max_false: 0.7788523435592651, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6959831714630127, max_false: 0.5933036804199219, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8288457989692688, max_false: 0.7878109216690063, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8162118196487427, max_false: 0.7795274257659912, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8095316886901855, max_false: 0.785724937915802, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7475776672363281, max_false: 0.5886672139167786, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8214390277862549, max_false: 0.71401047706604, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.797903299331665, max_false: 0.7730011343955994, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6968057155609131, max_false: 0.7610132694244385, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7794826030731201, max_false: 0.62342369556427, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7087609767913818, max_false: 0.7688137292861938, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8322914838790894, max_false: 0.7833749055862427, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7663156390190125, max_false: 0.7032633423805237, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7583743333816528, max_false: 0.7408896684646606, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7537708878517151, max_false: 0.7182502746582031, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.5455451011657715, max_false: 0.6422650218009949, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7550625205039978, max_false: 0.6952065825462341, correct: True
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.828083872795105, max_false: 0.7624781727790833, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6784917712211609, max_false: 0.6700408458709717, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6665551066398621, max_false: 0.6650905013084412, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7548258304595947, max_false: 0.6919321417808533, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7230452299118042, max_false: 0.8272485733032227, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6429504156112671, max_false: 0.6663886308670044, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7740559577941895, max_false: 0.7357630133628845, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7068927884101868, max_false: 0.7459367513656616, correct: False
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8202880024909973, max_false: 0.7519001960754395, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8261208534240723, max_false: 0.8241848349571228, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7942553758621216, max_false: 0.7159415483474731, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6629788875579834, max_false: 0.6105300784111023, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8550495505332947, max_false: 0.8279172778129578, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7129611372947693, max_false: 0.7114282846450806, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8492028117179871, max_false: 0.7523018717765808, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7602109313011169, max_false: 0.7143127918243408, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6598401665687561, max_false: 0.7032455801963806, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7641794681549072, max_false: 0.7132996916770935, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8474940657615662, max_false: 0.8214485049247742, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7478472590446472, max_false: 0.7648888230323792, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.810612678527832, max_false: 0.7054334878921509, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7199854254722595, max_false: 0.8033210635185242, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7340593338012695, max_false: 0.6407209634780884, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7300347089767456, max_false: 0.710445761680603, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7979174852371216, max_false: 0.7731174826622009, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7726273536682129, max_false: 0.8326592445373535, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7868322134017944, max_false: 0.775101900100708, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7716174125671387, max_false: 0.7290279865264893, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7462925910949707, max_false: 0.6959788799285889, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7325016260147095, max_false: 0.6714211702346802, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7813267111778259, max_false: 0.7581078410148621, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7638835906982422, max_false: 0.7655723094940186, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8083269000053406, max_false: 0.8107343912124634, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6887863278388977, max_false: 0.6672194004058838, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7824913263320923, max_false: 0.6379953622817993, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6740886569023132, max_false: 0.7191540598869324, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6824432015419006, max_false: 0.6949310898780823, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.5808530449867249, max_false: 0.5683057904243469, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6824277639389038, max_false: 0.8052088618278503, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7916646003723145, max_false: 0.7514870762825012, correct: True
in: torch.Size([24, 8192]), out: torch.Size([8192]), max_true: 0.5728276968002319, max_false: 0.7645278573036194, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8675882816314697, max_false: 0.5758306980133057, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.6750912666320801, max_false: 0.6817899942398071, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7623612284660339, max_false: 0.6755698919296265, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7309999465942383, max_false: 0.7220110297203064, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8145440220832825, max_false: 0.8119630217552185, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7925027012825012, max_false: 0.7779057025909424, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.689540445804596, max_false: 0.5845159292221069, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7472310066223145, max_false: 0.6634745001792908, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7862849831581116, max_false: 0.7443469762802124, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8314778804779053, max_false: 0.8415247797966003, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8193461894989014, max_false: 0.8012294173240662, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.883976399898529, max_false: 0.8641241192817688, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8500936031341553, max_false: 0.8102422952651978, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8106118440628052, max_false: 0.7103285789489746, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7475123405456543, max_false: 0.7559430003166199, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6594345569610596, max_false: 0.6315962076187134, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6742101907730103, max_false: 0.6531879901885986, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8179751038551331, max_false: 0.7941962480545044, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8461991548538208, max_false: 0.8094251751899719, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7789909243583679, max_false: 0.6868138313293457, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.671039342880249, max_false: 0.6193138360977173, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8706217408180237, max_false: 0.8490242958068848, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7507608532905579, max_false: 0.731213390827179, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8396859765052795, max_false: 0.7982755899429321, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7574323415756226, max_false: 0.7782379984855652, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7569364309310913, max_false: 0.7907772660255432, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7613136768341064, max_false: 0.7644181847572327, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8086318373680115, max_false: 0.7927290797233582, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.7469989061355591, max_false: 0.7544401288032532, correct: False
in: torch.Size([56, 8192]), out: torch.Size([8192]), max_true: 0.754808247089386, max_false: 0.7159925103187561, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8123889565467834, max_false: 0.6989351511001587, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7796345353126526, max_false: 0.7368113994598389, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.708118200302124, max_false: 0.753599226474762, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7187739610671997, max_false: 0.6780825257301331, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7530876994132996, max_false: 0.7301629185676575, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8882781267166138, max_false: 0.766033947467804, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7530243396759033, max_false: 0.6268817186355591, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8297193646430969, max_false: 0.8367533087730408, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8150297999382019, max_false: 0.7701922059059143, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.6797701716423035, max_false: 0.7370958924293518, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7724432349205017, max_false: 0.6929946541786194, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7713354825973511, max_false: 0.7145130038261414, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.5909306406974792, max_false: 0.5891057252883911, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8973344564437866, max_false: 0.7624579071998596, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7792978286743164, max_false: 0.736294686794281, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.671763002872467, max_false: 0.7474570870399475, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8153438568115234, max_false: 0.6900961995124817, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.807597815990448, max_false: 0.8262155055999756, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8393926024436951, max_false: 0.7954269051551819, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7626492977142334, max_false: 0.7903384566307068, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7077464461326599, max_false: 0.6224402189254761, correct: True
in: torch.Size([24, 8192]), out: torch.Size([8192]), max_true: 0.8694996237754822, max_false: 0.8140541911125183, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7924941182136536, max_false: 0.8075569272041321, correct: False
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 73, 'cat_2': 75}, 'incorrect': {'cat_1': 27, 'cat_2': 25}}
 accuracy: 74.00%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8609597086906433, max_false: 0.7524533271789551, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7271324992179871, max_false: 0.7904747128486633, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8717818856239319, max_false: 0.8299365639686584, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7333109378814697, max_false: 0.6419126987457275, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8002257943153381, max_false: 0.8329597115516663, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7227985858917236, max_false: 0.6819940805435181, correct: True
in: torch.Size([64, 8192]), out: torch.Size([8192]), max_true: 0.8587313294410706, max_false: 0.8395510911941528, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7327806353569031, max_false: 0.7148630023002625, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7692242860794067, max_false: 0.7219950556755066, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7752585411071777, max_false: 0.6917702555656433, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8019384741783142, max_false: 0.6665511727333069, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.8104997277259827, max_false: 0.6410715579986572, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7931690216064453, max_false: 0.7880945205688477, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7227811813354492, max_false: 0.6877760887145996, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8447244167327881, max_false: 0.8093491196632385, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.7067793011665344, max_false: 0.678665041923523, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7711061835289001, max_false: 0.7775242328643799, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7253870964050293, max_false: 0.7193683385848999, correct: True
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.7146362066268921, max_false: 0.7505708336830139, correct: False
in: torch.Size([48, 8192]), out: torch.Size([8192]), max_true: 0.809035062789917, max_false: 0.8407126665115356, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.875095546245575, max_false: 0.7924715876579285, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.7695993781089783, max_false: 0.7927901744842529, correct: False
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.8562461733818054, max_false: 0.7897815704345703, correct: True
in: torch.Size([32, 8192]), out: torch.Size([8192]), max_true: 0.6465811133384705, max_false: 0.6256628036499023, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6825149655342102, max_false: 0.6785733699798584, correct: True
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.6519340872764587, max_false: 0.6664765477180481, correct: False
in: torch.Size([40, 8192]), out: torch.Size([8192]), max_true: 0.8501386046409607, max_false: 0.845946192741394, correct: True
